FullName,Party,Constituency,Term
Tatsopoulos Petros-Georgios ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Athens B,15
Theopeftatou Afroditi ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kefallonia,15
Tragakis Ioannis ,NEA DIMOKRATIA,Piraeus B,15
Triantafyllos Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Chios,15
Triantafyllou Maria ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Aitoloαkarnania,15
Tsakalotos Efkleidis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Tsavdaridis Lazaros ,NEA DIMOKRATIA,Imathia,15
Tsiaras Konstantinos ,NEA DIMOKRATIA,Karditsa,15
Tsipras Alexios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,15
Tsoukalas Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,State,15
Tsoukalis Nikolaos ,DHM.AR (Democratic Left),Achaia,15
Tsoumanis Dimitrios ,NEA DIMOKRATIA,Preveza,15
Tzakri Theodora E.,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Pella,15
Tzamtzis Iordanis (Danis) ,NEA DIMOKRATIA,Pella,15
Tzavaras Konstantinos ,NEA DIMOKRATIA,Ileia,15
Valavani Olga - Nantia ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,15
Vamvaka Evgenia (Tzeni) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus B,15
Varemenos Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Aitoloαkarnania,15
Varvitsiotis Miltiadis ,NEA DIMOKRATIA,Athens B,15
Venizelos Evangelos ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki A,15
Vesiropοulos Apostolos F.,NEA DIMOKRATIA,Imathia,15
Virvidakis Kyriakos ,NEA DIMOKRATIA,Chania,15
Vlachogiannis Ilias ,NEA DIMOKRATIA,Trikala,15
Vlachos Georgios ,NEA DIMOKRATIA,Attica,15
Vlachveis Menelaos ,NEA DIMOKRATIA,Serres,15
Vogiatzis Pavlos ,NEA DIMOKRATIA,Lesvos,15
Voloudakis Manousos - Konstantinos ,NEA DIMOKRATIA,Chania,15
Voridis Mavroudis (Makis) ,NEA DIMOKRATIA,Attica,15
Voudouris Odyssefs - Nikos ,ANEXARTITOI DIMOKRATIKOI VOULEFTES,Athens B,15
Voultepsi Sofia ,NEA DIMOKRATIA,Athens B,15
Voutsis Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,15
Vroutsis Ioannis ,NEA DIMOKRATIA,Cyclades,15
Xanthos Andreas ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Rethymno,15
Xirotyri - Aikaterinari Asimina ,DHM.AR (Democratic Left),Thessaloniki A,15
Xoulidou Stavroula ,ANEXARTITOI ELLINES (Independent Hellenes),Thessaloniki B,15
Ypsilantis Vasileios - Niikolaos ,NEA DIMOKRATIA,Dodecanese Islands,15
Zacharias Konstantinos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Arcadia,15
Zaroulia Eleni ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens B,15
Zeimpek Chousein ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Xanthi,15
Zerdelis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Lesvos,15
Zisimopoulos Polyvios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Thessaloniki B,15
Akriotis Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Evia,16
Amanatidis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,16
Ammanatidou - (Paschalidou) Evangelia (Litsa) ,LAIKI ENOTITA,Thessaloniki B,16
Amyras Georgios ,TO POTAMI (The River),Athens B,16
Anagnostopoulou Athanasia (Sia) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Achaia,16
Anastasiadis Savvas ,NEA DIMOKRATIA,Thessaloniki B,16
Andrianos Ioannis ,NEA DIMOKRATIA,Argolida,16
Antonakou Stayroula ,TO POTAMI (The River),Piraeus A,16
Antoniadis Ioannis ,NEA DIMOKRATIA,Florina,16
Antoniou Maria ,NEA DIMOKRATIA,Kastoria,16
Antonopoulou Ourania ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,State,16
Apostolou Evangelos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Evia,16
Arachovitis Stavros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Lakonia,16
Arampatzi Foteini ,NEA DIMOKRATIA,Serres,16
Arvanitidis Georgios ,PA.SO.K. (Panhellenic Socialist Movement),Thessaloniki B,16
Arvanitis - Avramis Michail ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Achaia,16
Asimakopoulou Anna-Misel ,NEA DIMOKRATIA,Athens B,16
Athanasiou Athanasios (Nasos) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,16
Athanasiou Charalampos ,NEA DIMOKRATIA,Lesvos,16
Avgenakis Eleftherios ,NEA DIMOKRATIA,Iraklio,16
Avlonitou Eleni ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Bakoyannis Theodora (Dora) ,NEA DIMOKRATIA,Athens A,16
Balafas Ioannis Periklis,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Balaouras Gerasimos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ileia,16
Ballis Symeon ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Magnesia,16
Bargiotas Konstantinos ,TO POTAMI (The River),Larissa,16
Barkas Konstantinos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Preveza,16
Barmparousis Konstantinos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Aitoloαkarnania,16
Basiakos Evangelos ,NEA DIMOKRATIA,Viotia,16
Baxevanakis Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ileia,16
Boukoros Christos ,NEA DIMOKRATIA,Magnesia,16
Bouras Athanasios ,NEA DIMOKRATIA,Attica,16
Chaikalis Pavlos ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Attica,16
Charakidis Kyriakos ,TO POTAMI (The River),Drama,16
Charakopoulos Maximos ,NEA DIMOKRATIA,Larissa,16
Charalampidou Despoina ,LAIKI ENOTITA,Thessaloniki A,16
Chatzidakis Konstantinos (Kostis) ,NEA DIMOKRATIA,Athens B,16
Chatzidimitriou Alexandros ,TO POTAMI (The River),Serres,16
Chatzilamprou Vasileios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Achaia,16
Chatzisavvas Christos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Kilkis,16
Christofilopoulou Paraskevi (Evi) ,PA.SO.K. (Panhellenic Socialist Movement),Attica,16
Danelis Spyridon ,TO POTAMI (The River),Iraklio,16
Davakis Athanasios ,NEA DIMOKRATIA,Lakonia,16
Dedes Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,16
Delimitros Konstantinos ,LAIKI ENOTITA,Magnesia,16
Dendias Nikolaos - Georgios ,NEA DIMOKRATIA,Athens B,16
Dermitzakis Konstantinos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Lasithi,16
Diamantopoulos Evangelos ,LAIKI ENOTITA,Kastoria,16
Dimaras Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Dimas Christos ,NEA DIMOKRATIA,Korinthia,16
Dimitriadis Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kozani,16
Dimoschakis Anastasios (Tasos) ,NEA DIMOKRATIA,Evros,16
Dioti Iro ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Larissa,16
Dragasakis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Dritsas Theodoros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus A,16
Dritseli Panagiota ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Trikala,16
Drivelegkas Ioannis ,PA.SO.K. (Panhellenic Socialist Movement),Halkidiki,16
Emmanouilidis Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kavala,16
Famellos Sokratis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki B,16
Filis Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,16
Fortsakis Theodoros ,NEA DIMOKRATIA,State,16
Fotilas Iason ,TO POTAMI (The River),Achaia,16
"Fotiou Theano V,",SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Gaitani Ioanna ,LAIKI ENOTITA,Thessaloniki A,16
Gakis Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Dodecanese Islands,16
Galeos Georgios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Argolida,16
Genimata Foteini (Fofi) G.,PA.SO.K. (Panhellenic Socialist Movement),Athens B,16
Georgantas Georgios Pavlos,NEA DIMOKRATIA,Kilkis,16
Georgiadis Spyridon - Adonis ,NEA DIMOKRATIA,Athens B,16
Georgopoulou - Saltari Efstathia (Efi) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ileia,16
Gerasimidou Eleni ,KOMMOUNISTIKO KOMMA ELLADAS,Thessaloniki B,16
Germenis Georgios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens B,16
Gerovasili Olga ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Arta,16
Giakoumatos Gerasimos ,NEA DIMOKRATIA,Athens B,16
Giannakidis Eystathios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Xanthi,16
Giannakis Stergios ,NEA DIMOKRATIA,Preveza,16
Giogiakas Vasileios ,NEA DIMOKRATIA,Thesprotia,16
Gkara Anastasia (Natasa) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Evros,16
Gkikas Stefanos ,NEA DIMOKRATIA,Corfu,16
Gkiokas Ioannis ,KOMMOUNISTIKO KOMMA ELLADAS,Attica,16
Gkioulekas Konstantinos ,NEA DIMOKRATIA,Thessaloniki A,16
Graikos Fotios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Thessaloniki B,16
Gregos Antonios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Thessaloniki A,16
Grigorakos Leonidas ,PA.SO.K. (Panhellenic Socialist Movement),Lakonia,16
Grigoris Stayros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Lefkada,16
Igglezi Aikaterini ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Halkidiki,16
Ioannidis Ilias ,LAIKI ENOTITA,Athens B,16
Isychos Konstantinos-Iraklis ,LAIKI ENOTITA,Athens B,16
Kafantari Charoula (Chara) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Kaisas Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Evros,16
Kaklamanis Nikitas ,NEA DIMOKRATIA,Athens A,16
Kalafatis Stavros Athanasios,NEA DIMOKRATIA,Thessaloniki A,16
Kamateros Ilias ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Dodecanese Islands,16
Kammenos Dimitrios ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Piraeus B,16
Kammenos Panagiotis (Panos) ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Athens B,16
Kanelli Garyfallia (Liana) ,KOMMOUNISTIKO KOMMA ELLADAS,Athens A,16
Kanellopoulou Maria ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Achaia,16
Kara Giousouf Aichan ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Rodopi,16
Karagiannidis Christos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Drama,16
Karagiannis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ioannina,16
Karagkounis Konstantinos ,NEA DIMOKRATIA,Aitoloαkarnania,16
Karakosta Eyangelia (Eyi) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus B,16
Karamanli Anna Arcadios,NEA DIMOKRATIA,Athens B,16
Karamanlis Konstantinos ,NEA DIMOKRATIA,Thessaloniki A,16
Karamanlis Konstantinos Achillea,NEA DIMOKRATIA,Serres,16
Karanastasis Apostolos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Fthiotida,16
Karaoglou Theodoros ,NEA DIMOKRATIA,Thessaloniki B,16
Karasarlidou Eyfrosyni (Froso) Georgiou,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Imathia,16
Karasmanis Georgios ,NEA DIMOKRATIA,Pella,16
Karathanasopoulos Nikolaos ,KOMMOUNISTIKO KOMMA ELLADAS,Achaia,16
Karkatsoulis Panagiotis Georgiou,TO POTAMI (The River),State,16
Kasapidis Georgios ,NEA DIMOKRATIA,Kozani,16
Kasidiaris Ilias ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Attica,16
Kasimati Eirini (Nina) Georgios,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus B,16
Katanas Charisios ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Kozani,16
Katrivanou Vasiliki ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Katsafados Konstantinos ,NEA DIMOKRATIA,Piraeus A,16
Katsaniotis Andreas ,NEA DIMOKRATIA,Achaia,16
Katsavria - Sioropoulou Chrysoula ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Karditsa,16
Katsis Marios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thesprotia,16
Katsotis Christos ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,16
Kavvadia Ioanneta (Anneta) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Kedikoglou Symeon (Simos) ,NEA DIMOKRATIA,Evia,16
Kefalogianni Olga ,NEA DIMOKRATIA,Athens A,16
Kefalogiannis Ioannis Ach.,NEA DIMOKRATIA,Rethymno,16
Kegkeroglou Vasileios ,PA.SO.K. (Panhellenic Socialist Movement),Iraklio,16
Kellas Christos ,NEA DIMOKRATIA,Larissa,16
Kerameus Niki ,NEA DIMOKRATIA,State,16
Kikilias Vasileios ,NEA DIMOKRATIA,Athens A,16
Kodelas Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Argolida,16
Kokkalis Vasileios ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Larissa,16
Kollia-Tsaroucha Maria ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Serres,16
Konsolas Emmanouil N,NEA DIMOKRATIA,Dodecanese Islands,16
Konstantineas Petros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Messinia,16
Konstantinopoulos Odysseas ,PA.SO.K. (Panhellenic Socialist Movement),Arcadia,16
Konstantopoulos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Aitoloαkarnania,16
Konstantopoulou Zoe ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,16
Kontonis Charalampos-Stavros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Zakynthos,16
Kontos Alexandros ,NEA DIMOKRATIA,Xanthi,16
Kopsacheilis Timoleon ,NEA DIMOKRATIA,Grevena,16
Kostopanagiotou Ilias ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Fokida,16
Kotsias Thomas ,LAIKI ENOTITA,Evrytania,16
Koukodimos Konstantinos ,NEA DIMOKRATIA,Pieria,16
Koumoutsakos Georgios ,NEA DIMOKRATIA,Athens B,16
Kountoura Elena ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Athens A,16
Kourakis Anastasios (Tasos) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,16
Kourempes Theofanis (Fanis) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Korinthia,16
Kouroumplis Panagiotis ELEF.,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Koutsoukos Giannis ,PA.SO.K. (Panhellenic Socialist Movement),Ileia,16
Koutsoumpas Dimitrios A,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,16
Kouzilos Nikolaos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Piraeus A,16
Kozompoli - Amanatidi Panagiota ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Messinia,16
Kremastinos Dimitrios ,PA.SO.K. (Panhellenic Socialist Movement),Dodecanese Islands,16
Kritsotakis Michail ,LAIKI ENOTITA,Iraklio,16
Kyriakakis Vasileios ,LAIKI ENOTITA,Fthiotida,16
Kyriazidis Dimitrios ,NEA DIMOKRATIA,Drama,16
Kyritsi Aglaia ,LAIKI ENOTITA,State,16
Kyritsis Georgios Miltiadi,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Lafazanis Panagiotis ,LAIKI ENOTITA,Piraeus B,16
Lagos Ioannis ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Piraeus B,16
Lamproulis Georgios ,KOMMOUNISTIKO KOMMA ELLADAS,Larissa,16
Lapavitsas Konstantinos ,LAIKI ENOTITA,Imathia,16
Lappas Spyridonas ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Karditsa,16
Leoutsakos Eystathios (Stathis) ,LAIKI ENOTITA,Piraeus A,16
Leva Vasiliki ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Fthiotida,16
Loverdos Andreas ,PA.SO.K. (Panhellenic Socialist Movement),Athens B,16
Lykoudis Spyridon ,TO POTAMI (The River),Athens A,16
Lymperaki Antigoni ,TO POTAMI (The River),Athens B,16
Makaronas Grigorios Georgiou,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Iraklio,16
Makri Rachil ,LAIKI ENOTITA,Kozani,16
Manios Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Cyclades,16
Manolakou Diamanto ,KOMMOUNISTIKO KOMMA ELLADAS,Piraeus B,16
Mantas Christos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ioannina,16
Marinos Georgios V,KOMMOUNISTIKO KOMMA ELLADAS,Evia,16
Markou Aikaterini ,TO POTAMI (The River),Thessaloniki B,16
Martinou Georgia ,NEA DIMOKRATIA,Attica,16
Matthaiopoulos Artemios ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Serres,16
Mavraganis Nikolaos ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Evia,16
Mavrotas Georgios ,TO POTAMI (The River),Attica,16
Meikopoulos Alexandros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Magnesia,16
Meimarakis Evangelos - Vasileios ,NEA DIMOKRATIA,Athens B,16
Michailidis Andreas ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Chios,16
Michalakis Nikolaos Ilia,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Karditsa,16
Michaloliakos Nikolaos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens A,16
Michelogiannakis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Iraklio,16
Michos Nikolaos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Evia,16
Mitafidis Triantafyllos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,16
Mitarachi Panagiotis (Notis) ,NEA DIMOKRATIA,Chios,16
Mitropoulos Alexios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,16
Mitsotakis Kyriakos ,NEA DIMOKRATIA,Athens B,16
Moraitis Nikolaos ,KOMMOUNISTIKO KOMMA ELLADAS,Aitoloαkarnania,16
Moustafa Moustafa ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Rodopi,16
Nikolopoulos Nikolaos ,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Achaia,16
Oikonomou Vasileios ,NEA DIMOKRATIA,State,16
Orfanos Nikolaos ,TO POTAMI (The River),Piraeus B,16
Oursouzidis Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Imathia,16
Ouzounidou Evgenia ,LAIKI ENOTITA,Kozani,16
Pafilis Athanasios ,KOMMOUNISTIKO KOMMA ELLADAS,Athens B,16
Panagiotaros Ilias ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Athens B,16
Panagiotopoulos Nikolaos ,NEA DIMOKRATIA,Kavala,16
Panagoulis Efstathios (Stathis) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Pantzas Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,16
Papachristopoulos Athanasios Th.,ANEXARTITOI ELLINES (Independent Hellenes) National Patriotic Democratic Alliance,Athens B,16
Papadopoulos Athanasios (Sakis) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Trikala,16
Papanatsiou Aikaterini ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Magnesia,16
Papariga Alexandra ,KOMMOUNISTIKO KOMMA ELLADAS,State,16
Pappas Christos ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),State,16
Pappas Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Parastatidis Theodoros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kilkis,16
Petrakos Athanasios ,LAIKI ENOTITA,Messinia,16
Plakiotakis Ioannis ,NEA DIMOKRATIA,Lasithi,16
Polakis Paylos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Chania,16
Psarianos Grigorios ,TO POTAMI (The River),Athens B,16
Psarrea Eleni ,LAIKI ENOTITA,Messinia,16
Psychogios Georgios Konstantinos,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Korinthia,16
Rapti Eleni ,NEA DIMOKRATIA,Thessaloniki A,16
Rizos Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Evros,16
Sakellaridis Gavriil ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,16
Salmas Marios ,NEA DIMOKRATIA,Aitoloαkarnania,16
Samaras Antonios ,NEA DIMOKRATIA,Messinia,16
Samoilis Stefanos ,LAIKI ENOTITA,Corfu,16
Santorinios Nektarios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Dodecanese Islands,16
Seltsas Konstantinos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Florina,16
Sevastakis Dimitrios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Samos,16
Sifakis Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Pella,16
Simorelis Christos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Trikala,16
Skandalidis Konstantinos ,PA.SO.K. (Panhellenic Socialist Movement),Athens A,16
Skoufa Elissavet (Mpetty) D.,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Pieria,16
Skoumas Athanasios ,LAIKI ENOTITA,Viotia,16
Skourletis Panagiotis (Panos) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,State,16
Skouroliakos Panagiotis (Panos) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,16
Skrekas Konstantinos ,NEA DIMOKRATIA,Trikala,16
Smias Christos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Pella,16
Sotiriou Eleni ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Attica,16
Staikouras Christos ,NEA DIMOKRATIA,Fthiotida,16
Stamataki Eleni ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Piraeus A,16
Stamatis Dimitrios ,NEA DIMOKRATIA,State,16
Stampouli Afroditi ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Serres,16
Stathakis Georgios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Chania,16
Stathas Ioannis ,LAIKI ENOTITA,Viotia,16
Stefos Ioannis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ioannina,16
Stratoulis Dimitrios ,LAIKI ENOTITA,Athens B,16
Stylianidis Evripidis ,NEA DIMOKRATIA,Rodopi,16
Stylios Georgios ,NEA DIMOKRATIA,Arta,16
Sveroni - Chondronasiou Despoina ,LAIKOS SYNDESMOS - CHRYSI AVGI (People’s Association – Golden Dawn),Larissa,16
Syntychakis Emmanouil D,KOMMOUNISTIKO KOMMA ELLADAS,Iraklio,16
Syrigos Antonios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Cyclades,16
Syrmalenios Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Cyclades,16
Tachiaou Christina ,TO POTAMI (The River),Thessaloniki A,16
Tassos Stayros ,KOMMOUNISTIKO KOMMA ELLADAS,Lesvos,16
Tassoulas Constantine An.,NEA DIMOKRATIA,Ioannina,16
Tektonidou Kyriaki (Voula) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,16
Theleriti Maria ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Korinthia,16
Theocharis Theocharis (Charis) ,TO POTAMI (The River),Athens B,16
Theodorakis Stavros ,TO POTAMI (The River),Chania,16
Theopeftatou Afroditi ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Kefallonia,16
Toskas Nikolaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,State,16
Tragakis Ioannis ,NEA DIMOKRATIA,Piraeus B,16
Triantafyllidis Alexandros ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Thessaloniki A,16
Triantafyllou Maria ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Aitoloαkarnania,16
Tsakalotos Efkleidis ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens B,16
Tsanaka Alexandra ,LAIKI ENOTITA,Kavala,16
Tsiaras Konstantinos ,NEA DIMOKRATIA,Karditsa,16
Tsipras Alexios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Athens A,16
Tsirkas Vasileios ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Arta,16
Tsoukalas Konstantinos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,State,16
Tzakri Theodora E.,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Pella,16
Tzamaklis Charilaos ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Pieria,16
Tzavaras Konstantinos ,NEA DIMOKRATIA,Ileia,16
Tzika - Kostopoulou Danai ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Magnesia,16
Tzoufi Meropi ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Ioannina,16
Vagena Anna ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Larissa,16
Vagionaki Eyangelia (Valia) ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Chania,16
Vagionas Georgios ,NEA DIMOKRATIA,Halkidiki,16
Vaki Foteini ,SYNASPISMOS RIZOSPASTIKIS ARISTERAS,Corfu,16
