"","...1","location_name","res_date","res_price","res_price_sqr","res_sqr","construction_year","levels","bedrooms","bathrooms","deleted","deleted_at","status","energyclass","auto_heating","solar","cooling","safe_door","gas","fireplace","furniture","student","parking"
"1",1,"Kallithea",2022-03-09,220000,2558,86,2002,"2nd",2,1,1,2022-04-15,"Excellent","C",1,0,1,1,0,0,1,0,"Parking πιλωτής"
"2",2,"Kallithea",2022-04-15,180000,2400,75,1975,"3rd",2,1,1,2022-04-22,"Renovated","D",0,0,0,0,0,0,1,0,NA
"3",3,"Kallithea",2022-02-11,180000,3000,60,2022,"1st",2,1,1,2022-04-14,"Excellent","A+",1,1,0,1,1,0,0,0,NA
"4",4,"Kallithea",2022-05-27,39000,1300,30,1965,"Basement",1,1,1,2022-06-02,"Renovated","F",0,0,0,0,0,0,1,0,NA
"5",5,"Kallithea",2022-04-06,92000,1533,60,1981,"1st",1,1,1,2022-04-08,"Good","E",0,0,0,0,0,0,0,0,NA
"6",6,"Kallithea",2021-02-17,220000,1864,118,1992,"1st",3,1,1,2022-03-23,"Newly built","D",1,0,0,1,0,0,0,0,NA
"7",8,"Kallithea",2022-04-10,130000,1461,89,1976,"Ground",2,1,1,2022-06-10,"Good","F",1,0,0,0,0,0,0,0,NA
"8",9,"Kallithea",2021-11-05,220000,2588,85,2005,"4th",3,1,1,2022-06-10,"Renovated","C",0,0,0,0,0,0,0,0,NA
"9",12,"Kallithea",2022-03-27,340000,2957,115,2020,"5th",3,1,1,2022-04-02,"Newly built","B+",1,0,0,1,0,1,0,0,NA
"10",13,"Kallithea",2022-04-14,75000,2586,29,1978,"Ground",1,1,1,2022-06-10,"Good","D",0,0,0,0,0,0,1,0,NA
"11",14,"Kallithea",2022-03-30,250000,2336,107,1990,"4th",2,1,1,2022-03-31,NA,"C",0,1,0,0,0,1,0,0,NA
"12",15,"Kallithea",2022-04-15,85000,1635,52,1967,"3rd",1,1,1,2022-04-16,"Renovated","E",1,0,0,0,1,0,0,0,NA
"13",16,"Kallithea",2022-05-13,170000,1417,120,1983,"3rd",4,1,1,2022-05-20,"Good","D",0,1,0,0,0,0,0,0,NA
"14",17,"Kallithea",2022-02-09,125000,1563,80,1985,"Ground",2,1,0,NA,"Excellent","Non effective",0,0,0,1,0,0,0,0,"Parking πιλωτής"
"15",18,"Kallithea",2022-05-24,290000,3372,86,2009,"3rd",2,1,1,2022-06-04,"Newly built","C",0,0,1,0,0,0,0,0,"Ανοιχτό parking"
"16",19,"Kallithea",2021-06-07,550000,5670,97,1964,"5th",4,2,1,2022-06-10,"Excellent","D",0,0,1,1,0,0,1,0,NA
"17",20,"Kallithea",2022-05-13,85000,1250,68,1970,"2nd",2,1,1,2022-05-14,"Renovated","D",0,0,0,0,0,0,0,0,NA
"18",21,"Kallithea",2022-05-11,180000,2400,75,1973,"3rd",2,1,1,2022-05-23,"Excellent","E",0,0,0,1,0,0,0,0,NA
"19",22,"Kallithea",2022-03-08,70000,1556,45,1975,"1st",NA,NA,1,2022-06-02,"Good","G",1,0,0,0,1,0,0,0,NA
"20",23,"Kallithea",2021-10-19,62000,2000,31,NA,"5th",1,1,1,2022-03-30,"Renovated","D",1,0,1,1,0,0,0,0,NA
"21",24,"Kallithea",2022-05-24,135000,3293,41,2005,"4th",1,1,1,2022-05-31,"Good","D",0,0,0,1,0,0,0,0,NA
"22",25,"Kallithea",2022-06-02,75000,1563,48,1970,"Ground",1,1,1,2022-06-10,"Needs renovation","G",0,0,0,0,0,0,0,0,NA
"23",26,"Kallithea",2022-04-06,275000,3198,86,2021,"3rd",2,1,1,2022-06-10,"Not finished",NA,1,0,1,1,0,0,0,0,NA
"24",27,"Kallithea",2022-05-19,150000,1875,80,1981,"3rd",2,1,0,NA,"Renovated","Pending",0,0,1,1,0,0,0,0,NA
"25",28,"Kallithea",2021-09-09,210000,2333,90,1990,"1st",2,1,1,2022-05-07,"Excellent","C",0,1,0,1,0,0,0,0,"Κλειστό parking"
"26",29,"Kallithea",2021-01-21,235000,2938,80,2013,"1st",2,NA,0,NA,"Good","B+",1,0,1,1,1,1,0,0,NA
"27",30,"Kallithea",2022-06-08,410000,3306,124,2022,"5th",2,1,0,NA,"Newly built","A+",0,1,1,1,0,1,0,0,NA
"28",31,"Kallithea",2022-06-01,159000,3000,53,2022,"2nd",1,1,0,NA,"Newly built","A",0,0,0,1,0,0,0,0,NA
"29",32,"Kallithea",2022-03-01,370000,2891,128,1999,"Ground",3,3,1,2022-03-17,"Renovated","B",1,1,0,1,1,1,0,0,NA
"30",33,"Kallithea",2022-05-24,48000,1000,48,1930,"1st",1,1,1,2022-06-02,"Good","G",0,0,0,0,0,0,0,1,NA
"31",34,"Kallithea",2022-03-31,50000,3846,13,1970,"3rd",1,1,1,2022-06-10,"Good","G",0,1,0,0,0,0,1,0,NA
"32",35,"Kallithea",2022-05-01,135000,1350,100,1983,"2nd",2,1,1,2022-05-17,"Excellent","F",0,0,1,1,0,0,0,0,NA
"33",36,"Kallithea",2022-03-19,185000,3700,50,2022,"3rd",1,1,1,2022-03-28,"Under construction","A",1,0,0,1,0,0,0,0,NA
"34",37,"Kallithea",2022-04-05,176500,1605,110,1989,"1st",3,1,1,2022-04-14,"Good","G",1,0,0,1,0,0,0,0,NA
"35",38,"Kallithea",2022-04-16,4e+05,3306,121,2021,"5th",3,1,1,2022-05-12,"Under construction","A",1,0,0,1,0,1,0,0,NA
"36",42,"Kallithea",2020-09-21,2e+05,2062,97,1963,"2nd",2,1,1,2022-06-10,NA,NA,1,1,0,0,0,0,0,0,NA
"37",43,"Kallithea",2022-06-02,220000,3385,65,1975,"3rd",2,1,0,NA,NA,"Pending",0,0,0,0,0,0,0,0,NA
"38",44,"Kallithea",2022-03-03,210000,2414,87,2007,"4th",2,1,1,2022-03-17,"Newly built","B",1,0,1,1,0,1,0,0,"Parking πιλωτής"
"39",45,"Kallithea",2021-06-30,310000,2422,128,1983,"2nd",2,1,1,2022-06-10,"Good","E",1,0,0,1,1,0,0,0,NA
"40",46,"Kallithea",2022-02-20,220000,2973,74,2022,"4th",NA,NA,0,NA,"Under construction","E",1,0,0,0,0,0,0,0,NA
"41",47,"Kallithea",2021-07-12,290000,2736,106,1974,"3rd",2,1,1,2022-06-10,"Needs renovation","G",1,0,0,1,0,0,0,0,NA
"42",49,"Kallithea",2022-05-08,120000,2667,45,1961,"2nd",1,1,1,2022-06-02,"Good","Pending",0,0,0,0,0,0,0,1,NA
"43",50,"Kallithea",2022-03-24,250000,2500,100,1990,"5th",1,1,0,NA,"Good","C",1,0,1,1,0,0,0,0,NA
"44",51,"Kallithea",2022-04-08,70000,1556,45,1975,"Ground",1,1,1,2022-04-16,"Excellent","C",1,1,0,1,0,0,0,0,NA
"45",52,"Kallithea",2022-05-03,59000,2107,28,1972,"6th",1,1,1,2022-05-12,NA,"B",0,0,1,0,0,0,0,1,NA
"46",53,"Kallithea",2022-04-19,260000,3250,80,2021,"1st",2,1,1,2022-06-02,"Under construction","A",0,0,0,1,0,1,0,0,NA
"47",54,"Kallithea",2022-01-16,308000,3500,88,1991,"3rd",2,1,1,2022-05-20,"Excellent",NA,1,1,1,1,1,0,0,0,"Ανοιχτό parking"
"48",56,"Kallithea",2022-06-02,280000,3294,85,1955,"1st",3,1,0,NA,NA,"Pending",0,0,0,0,0,0,0,0,NA
"49",59,"Kallithea",2022-04-06,340000,3400,100,2022,"2nd",3,1,1,2022-06-10,"Under construction","A",1,0,0,1,1,1,0,0,NA
"50",60,"Kallithea",2019-09-27,120000,1905,63,1986,"3rd",1,1,0,NA,NA,NA,1,0,0,1,0,0,0,0,NA
"51",61,"Kallithea",2022-03-30,140000,1647,85,1980,"2nd",2,1,1,2022-04-02,"Renovated","E",0,0,0,0,0,0,0,0,NA
"52",62,"Kallithea",2021-03-28,130000,1494,87,1981,"3rd",2,NA,0,NA,"Excellent","E",0,0,1,0,0,0,0,0,NA
"53",63,"Kallithea",2022-02-08,105000,2283,46,2005,"1st",1,1,1,2022-05-25,"Excellent","E",1,0,1,1,0,0,0,0,NA
"54",65,"Kallithea",2022-05-25,120000,1463,82,1970,"1st",6,1,0,NA,"Needs renovation","F",0,0,0,0,0,0,0,0,NA
"55",66,"Kallithea",2021-11-24,375000,3440,109,2021,"3rd",3,1,1,2022-06-10,NA,NA,1,0,0,1,0,0,0,0,NA
"56",67,"Kallithea",2022-03-23,85000,1250,68,1969,"2nd",2,1,1,2022-03-24,"Good","F",1,0,1,1,0,0,0,0,NA
"57",69,"Kallithea",2022-03-08,240000,3158,76,2020,"5th",2,NA,1,2022-03-23,"Under construction","A",0,0,0,0,0,0,0,0,NA
"58",70,"Kallithea",2021-07-14,350000,2188,160,1970,"2nd",3,1,1,2022-06-10,"Other","Pending",0,0,0,0,0,0,0,0,NA
"59",71,"Kallithea",2022-04-12,244305,2685,91,2022,"1st",3,1,1,2022-04-14,"Under construction","A+",0,1,1,1,0,0,0,1,NA
"60",72,"Kallithea",2022-05-25,260000,2826,92,2007,"1st",3,2,1,2022-06-02,"Good","C",0,1,0,1,0,0,1,0,NA
"61",73,"Kallithea",2022-06-01,165000,2171,76,2006,"1st",2,1,1,2022-06-10,"Good","D",0,0,0,1,0,0,0,0,NA
"62",74,"Kallithea",2022-04-27,240000,2474,97,1967,"1st",2,1,1,2022-04-29,"Renovated","B",0,0,1,1,0,0,0,0,NA
"63",75,"Kallithea",2022-01-11,136000,1528,89,1978,"3rd",2,1,0,NA,NA,NA,1,0,1,1,0,0,0,0,NA
"64",76,"Kallithea",2022-03-09,155000,3100,50,1970,"Other",1,1,1,2022-03-23,"Renovated","E",0,0,1,1,0,0,0,0,NA
"65",78,"Kallithea",2022-02-19,156000,3120,50,1982,"Ground",1,1,1,2022-03-17,"Renovated","F",1,0,1,0,1,0,0,0,NA
"66",80,"Kallithea",2022-04-01,490000,3379,145,1939,"1st",3,1,1,2022-05-17,"Good","G",0,0,0,0,0,0,0,0,NA
"67",81,"Kallithea",2022-05-18,86000,1194,72,1974,"Ημιώροφος",2,1,1,2022-06-10,"Good","G",0,0,0,1,0,0,0,0,NA
"68",82,"Kallithea",2022-03-08,135000,1392,97,1978,"2nd",2,1,1,2022-06-10,"Good","E",1,0,1,0,0,0,0,0,NA
"69",83,"Kallithea",2022-03-27,330000,2870,115,2020,"4th",3,1,1,2022-04-05,"Newly built","B+",1,0,0,1,0,1,0,0,NA
"70",84,"Kallithea",2021-12-17,346000,2354,147,2002,"1st",3,2,1,2022-04-05,"Other","D",1,1,1,1,0,1,0,0,"Ανοιχτό parking"
"71",87,"Kallithea",2020-11-02,3e+05,2804,107,2020,"2nd",3,1,1,2022-03-23,"Newly built","A+",1,0,0,1,1,0,0,0,NA
"72",88,"Kallithea",2022-02-08,80000,2162,37,2007,"1st",1,1,1,2022-04-10,NA,"B",1,0,1,1,1,0,0,0,NA
"73",89,"Kallithea",2022-04-10,4e+05,2500,160,1993,"6th",4,1,1,2022-04-11,"Good","Pending",1,1,1,1,0,0,0,0,NA
"74",91,"Kallithea",2022-04-16,350000,4375,80,2022,"7th",2,1,1,2022-05-10,"Under construction","A",1,0,0,1,0,1,0,0,NA
"75",92,"Kallithea",2022-04-28,290000,3222,90,1988,"2nd",2,1,1,2022-05-07,"Renovated","Non effective",0,1,1,1,0,0,0,0,NA
"76",93,"Kallithea",2022-05-08,350000,3125,112,2004,"1st",3,1,1,2022-05-24,"Good","Pending",0,0,1,1,0,1,0,0,NA
"77",94,"Kallithea",2022-05-06,76000,1407,54,1977,"2nd",1,1,1,2022-05-07,"Renovated","Pending",0,0,0,0,0,0,0,1,NA
"78",95,"Kallithea",2022-04-16,280000,3043,92,2022,"1st",2,1,1,2022-05-07,"Under construction","A",1,0,1,1,0,1,0,0,NA
"79",96,"Kallithea",2022-06-01,180000,2571,70,1971,"3rd",2,1,0,NA,NA,"Pending",0,0,1,1,0,0,0,0,NA
"80",98,"Kallithea",2022-04-05,285000,2500,114,1993,"1st",3,2,1,2022-04-07,"Good","Non effective",1,1,1,1,0,0,0,0,"Κλειστό parking"
"81",99,"Kallithea",2022-04-16,325000,3095,105,2022,"1st",3,2,1,2022-05-09,"Under construction","A+",0,1,1,1,1,1,0,0,NA
"82",100,"Kallithea",2021-07-27,80000,1000,80,1970,"Ground",2,NA,0,NA,"Good","G",1,0,1,0,0,0,0,0,NA
"83",101,"Kallithea",2022-05-22,390000,3421,114,2022,"6th",3,1,1,2022-05-30,"Under construction","A",0,0,0,1,0,1,0,0,NA
"84",102,"Kallithea",2022-04-13,205000,2135,96,1988,"5th",2,1,1,2022-05-17,"Excellent","Non effective",1,0,1,1,0,0,0,0,NA
"85",103,"Kallithea",2022-05-22,195000,1806,108,1978,"4th",3,1,1,2022-06-10,"Excellent","F",0,0,0,0,0,0,0,0,NA
"86",104,"Kallithea",2021-06-11,49000,1441,34,1985,"Basement",NA,1,1,2022-06-10,"Good","D",0,0,1,0,0,0,1,0,NA
"87",105,"Kallithea",2021-07-20,47000,1270,37,1974,"Semibasement",1,1,1,2022-06-10,"Renovated","E",0,0,1,1,0,0,1,0,NA
"88",106,"Kallithea",2022-02-25,85000,1700,50,1974,"4th",1,1,0,NA,"Renovated","C",1,0,0,1,0,0,0,0,NA
"89",107,"Kallithea",2022-06-04,470000,3917,120,2022,"3rd",3,1,0,NA,"Under construction","A",0,1,1,1,0,1,0,0,NA
"90",108,"Kallithea",2022-02-20,250000,1420,176,1975,"Other",2,1,1,2022-03-17,"Needs renovation","G",1,0,0,0,1,1,0,0,NA
"91",109,"Kallithea",2022-05-19,250000,2083,120,1992,"2nd",3,1,1,2022-06-02,"Good","F",0,0,1,0,0,0,0,0,NA
"92",110,"Kallithea",2022-05-05,360000,3273,110,2021,"4th",3,2,1,2022-05-12,"Under construction","Pending",0,0,0,0,0,1,0,0,NA
"93",111,"Kallithea",2019-09-30,220000,1774,124,1971,"2nd",2,1,0,NA,NA,NA,0,0,1,0,0,0,0,1,NA
"94",113,"Kallithea",2021-06-17,1e+05,1613,62,1958,"4th",2,1,0,NA,"Renovated","F",0,0,0,0,0,1,0,0,NA
"95",115,"Kallithea",2022-03-09,135000,1406,96,NA,"1st",NA,NA,0,NA,"Excellent",NA,0,0,0,0,0,0,0,0,NA
"96",116,"Kallithea",2022-04-02,165000,1875,88,1978,"6th",2,1,1,2022-04-08,"Good","D",0,1,0,0,0,0,0,0,NA
"97",118,"Kallithea",2022-03-14,175000,3500,50,2022,"2nd",1,1,1,2022-03-21,"Under construction","A",1,0,0,1,0,0,0,0,NA
"98",119,"Kallithea",2021-11-11,155000,2627,59,2005,"Ground",1,1,1,2022-04-10,"Excellent","D",1,1,0,0,1,0,0,0,NA
"99",120,"Kallithea",2022-01-24,80000,1600,50,1960,"1st",NA,1,1,2022-06-02,"Needs renovation","G",0,0,0,0,0,0,0,0,NA
"100",121,"Kallithea",2022-04-15,150000,2500,60,2008,"4th",1,1,1,2022-06-10,"Newly built","E",1,0,0,0,1,0,0,0,NA
"101",122,"Kallithea",2022-05-16,235000,2831,83,2022,"4th",2,1,0,NA,"Under construction","A+",0,1,1,1,0,1,0,0,"Υπόγειο parking"
"102",123,"Kallithea",2022-05-09,180000,2308,78,1980,"4th",2,1,1,2022-06-10,"Good","G",0,0,1,1,0,0,1,0,NA
"103",124,"Kallithea",2022-04-15,320000,3299,97,2020,"4th",2,2,1,2022-04-30,"Newly built","B+",1,0,1,0,1,0,0,0,"Κλειστό parking"
"104",125,"Kallithea",2021-09-15,192000,1829,105,1970,"1st",2,1,1,2022-03-17,"Good","E",1,0,1,1,0,0,0,0,NA
"105",126,"Kallithea",2022-04-21,74000,1345,55,1975,"1st",1,1,1,2022-04-27,"Good","E",0,1,0,0,0,0,0,0,NA
"106",127,"Kallithea",2022-04-03,230000,2556,90,2010,"5th",2,2,1,2022-04-22,"Renovated","C",1,0,0,1,0,0,0,0,"Ανοιχτό parking, Parking πιλωτής"
"107",128,"Kallithea",2022-04-19,26000,667,39,1974,"Semibasement",1,1,1,2022-05-07,"Good","Pending",0,0,0,0,0,0,0,0,NA
"108",129,"Kallithea",2021-07-14,6e+05,4800,125,1992,"2nd",2,2,0,NA,"Renovated","Pending",1,0,1,1,0,1,0,0,NA
"109",130,"Kallithea",2019-10-17,185000,2313,80,2010,"1st",NA,NA,1,2022-04-01,"Good","Pending",0,0,0,0,0,0,0,0,NA
"110",131,"Kallithea",2021-11-21,110000,2292,48,1970,"3rd",1,1,1,2022-06-10,"Renovated","G",0,0,0,1,0,0,0,0,NA
"111",132,"Kallithea",2022-05-19,265000,2944,90,1988,"2nd",2,1,1,2022-05-20,"Renovated","Pending",0,1,0,0,0,0,1,0,NA
"112",133,"Kallithea",2020-06-09,198000,1941,102,1979,"1st",3,1,1,2022-06-10,NA,NA,1,0,1,1,0,0,0,0,NA
"113",134,"Kallithea",2022-03-07,110000,2115,52,1972,"4th",1,1,1,2022-06-02,"Renovated","D",1,1,1,1,1,0,0,0,NA
"114",135,"Kallithea",2021-10-22,135000,1776,76,1977,"2nd",2,NA,1,2022-04-20,"Renovated","D",1,0,0,1,0,0,1,0,NA
"115",136,"Kallithea",2022-03-15,390000,3391,115,2021,"6th",3,1,1,2022-03-23,"Excellent","A+",1,1,1,1,1,0,0,0,NA
"116",137,"Kallithea",2022-04-11,85000,1545,55,1979,"3rd",1,1,1,2022-04-12,"Renovated","C",1,0,1,1,0,0,0,0,NA
"117",138,"Kallithea",2012-02-07,175000,3182,55,2011,"4th",1,1,1,2022-06-10,"Newly built",NA,1,0,0,0,0,0,0,0,"Ανοιχτό parking"
"118",139,"Kallithea",2022-02-15,320000,3200,100,2020,"6th",3,NA,1,2022-03-24,"Under construction","A",1,0,0,0,1,0,0,0,NA
"119",140,"Kallithea",2022-03-28,3e+05,3261,92,2022,"4th",2,1,1,2022-04-05,"Under construction","A",1,0,1,1,0,1,0,0,NA
"120",141,"Kallithea",2021-11-29,260000,1486,175,1972,"4th",4,2,1,2022-06-10,"Needs renovation","F",1,1,0,1,1,0,0,0,NA
"121",142,"Kallithea",2021-07-08,1e+05,1923,52,1971,"2nd",1,1,1,2022-06-10,"Good","F",0,0,0,1,0,0,0,0,NA
"122",143,"Kallithea",2021-01-12,60000,1429,42,1975,"Ημιώροφος",1,1,1,2022-04-05,"Good","G",0,0,0,0,0,0,0,0,NA
"123",144,"Kallithea",2022-05-08,220000,3385,65,1975,"3rd",2,1,1,2022-05-16,"Good","Pending",0,0,0,0,0,0,0,0,NA
"124",145,"Kallithea",2021-04-24,335000,4085,82,2008,"2nd",2,1,1,2022-06-10,"Excellent","B",1,0,1,1,1,0,0,0,"Υπόγειο parking"
"125",147,"Kallithea",2022-04-14,148000,2691,55,2021,"2nd",1,1,1,2022-04-16,"Newly built","Non effective",1,1,0,0,0,0,0,0,NA
"126",148,"Kallithea",2021-06-17,1e+06,4926,203,NA,"8th",3,3,1,2022-06-10,"Under construction","A",1,0,0,1,1,1,0,0,NA
"127",149,"Kallithea",2022-02-24,58000,1160,50,1973,"Other",1,1,1,2022-05-04,NA,NA,1,0,0,0,0,0,0,0,NA
"128",150,"Kallithea",2021-07-16,330000,3548,93,2021,"6th",3,2,1,2022-06-10,"Under construction","A+",1,1,1,1,1,0,0,0,"Κλειστό parking"
"129",151,"Kallithea",2022-04-15,2e+05,2667,75,2021,"1st",2,1,1,2022-06-02,"Newly built","B+",1,0,0,0,1,0,0,0,NA
"130",152,"Kallithea",2022-05-05,180000,2000,90,1973,"1st",2,1,1,2022-05-12,"Excellent","F",0,0,1,0,0,0,0,0,NA
"131",154,"Kallithea",2022-05-26,410000,4556,90,2022,"4th",NA,NA,1,2022-06-10,"Newly built",NA,0,0,0,0,0,0,0,0,NA
"132",155,"Kallithea",2021-11-10,79000,1646,48,1969,"Ground",1,1,1,2022-03-23,"Newly built",NA,1,0,1,1,0,0,1,1,NA
"133",156,"Kallithea",2022-05-11,87000,1673,52,NA,"3rd",NA,NA,0,NA,"Needs renovation","Pending",0,0,0,0,0,0,0,0,NA
"134",157,"Kallithea",2022-06-02,87000,1582,55,1977,"2nd",1,1,0,NA,NA,"E",0,0,0,0,0,0,0,0,NA
"135",158,"Kallithea",2022-04-11,330000,3402,97,2020,"5th",2,1,1,2022-04-14,"Newly built","A+",1,0,0,1,1,1,0,0,NA
"136",159,"Kallithea",2020-03-19,60000,1429,42,1970,"Other",1,1,1,2022-03-18,"Excellent","D",1,0,0,0,0,0,0,0,NA
"137",160,"Kallithea",2019-03-12,75000,658,114,1920,"Ground",NA,NA,0,NA,"Good","G",0,0,0,0,0,0,0,0,"Ανοιχτό parking"
"138",161,"Kallithea",2022-04-26,260000,2549,102,1960,"3rd",NA,1,1,2022-05-08,"Renovated","E",0,0,1,1,0,0,0,0,NA
"139",162,"Kallithea",2022-01-27,4e+05,3810,105,2021,"5th",3,1,1,2022-03-17,"Newly built","A",1,0,0,1,1,1,0,0,NA
"140",163,"Kallithea",2019-10-10,137460,3028,45,1964,"Ground",NA,1,1,2022-03-29,"Under construction","A+",0,0,0,0,1,0,0,0,NA
"141",164,"Kallithea",2021-11-17,1e+05,1136,88,1965,"1st",2,NA,0,NA,"Excellent","G",1,0,0,0,0,0,0,0,NA
"142",165,"Kallithea",2021-09-22,130000,1529,85,1971,"3rd",2,1,1,2022-05-24,"Good","D",1,0,0,1,1,0,0,0,NA
"143",166,"Kallithea",2022-03-02,75000,938,80,1975,"6th",2,1,1,2022-03-18,NA,NA,1,1,1,1,0,0,0,0,NA
"144",168,"Kallithea",2022-06-01,153000,3400,45,2005,"5th",1,1,1,2022-06-10,"Good","D",0,0,0,1,0,0,0,0,NA
"145",170,"Kallithea",2022-03-18,170000,2615,65,2021,"1st",2,1,1,2022-04-11,"Newly built","B+",1,0,0,1,1,0,0,0,NA
"146",171,"Kallithea",2022-03-31,380000,3193,119,2022,"4th",3,1,1,2022-05-07,"Under construction","A",1,0,0,1,0,1,0,0,NA
"147",172,"Kallithea",2022-06-08,275000,2500,110,2003,"3rd",3,1,1,2022-06-10,"Newly built","A",0,0,0,1,0,0,0,0,NA
"148",173,"Kallithea",2022-05-09,140000,1944,72,1976,"1st",2,NA,0,NA,"Renovated",NA,0,0,0,1,0,0,0,0,NA
"149",174,"Kallithea",2019-06-28,91000,1230,74,1977,"2nd",2,1,1,2022-03-30,"Good","Pending",0,0,0,1,0,0,0,0,NA
"150",175,"Kallithea",2022-04-29,92000,1165,79,NA,"1st",2,1,0,NA,"Good","Pending",0,0,0,0,0,0,0,0,NA
"151",176,"Kallithea",2021-10-15,195000,4239,46,2020,"Ground",1,1,0,NA,NA,"A",1,0,1,1,1,0,0,0,NA
"152",177,"Kallithea",2022-05-23,250000,1563,160,2000,"1st",3,1,1,2022-05-24,"Newly built","B+",0,1,1,1,0,0,0,0,"Κλειστό parking"
"153",178,"Kallithea",2022-05-06,40000,2000,20,1965,"Ground",1,1,1,2022-05-07,"Renovated","D",0,1,0,0,0,0,1,0,NA
"154",180,"Kallithea",2022-05-15,265000,2431,109,2007,"3rd",3,1,1,2022-05-21,"Good","Pending",0,1,0,1,0,0,0,0,NA
"155",181,"Kallithea",2022-02-18,550000,5288,104,2022,"7th",3,1,1,2022-03-31,"Newly built","Non effective",1,0,0,1,1,1,0,0,NA
"156",182,"Kallithea",2022-05-29,420000,3684,114,2022,"7th",3,1,0,NA,"Under construction","A",1,0,0,1,0,1,0,0,NA
"157",183,"Kallithea",2021-06-02,190000,2111,90,1976,"Ground",2,1,1,2022-04-28,"Renovated","Pending",1,0,1,1,1,0,0,0,NA
"158",184,"Kallithea",2021-09-29,230000,1243,185,1956,"Other",3,1,1,2022-06-10,NA,NA,0,0,0,0,0,0,0,0,NA
"159",186,"Kallithea",2022-06-01,170000,2329,73,1964,"2nd",2,1,0,NA,"Good","A",0,0,0,0,0,0,0,0,NA
"160",187,"Kallithea",2021-06-24,250000,3125,80,2011,"7th",2,1,0,NA,"Excellent","Pending",1,0,0,1,0,1,0,0,NA
"161",189,"Kallithea",2022-05-27,210000,2000,105,1981,"Other",3,2,1,2022-05-29,"Renovated","A",0,0,0,1,1,0,0,0,NA
"162",190,"Kallithea",2022-03-18,180000,2400,75,1975,"3rd",2,1,1,2022-03-29,"Renovated","D",0,0,0,0,0,0,1,0,NA
"163",191,"Kallithea",2021-11-17,240000,2727,88,2021,"1st",2,1,1,2022-05-03,"Newly built","A",0,0,0,0,0,0,0,0,NA
"164",192,"Kallithea",2022-05-14,230000,1797,128,1976,"4th",3,2,1,2022-06-10,"Good","C",0,1,1,1,0,1,0,0,NA
"165",193,"Kallithea",2022-03-27,250000,4167,60,2021,"6th",2,1,1,2022-06-10,"Under construction","A",1,0,0,1,0,0,0,0,NA
"166",194,"Kallithea",2022-04-11,90000,1475,61,1965,"2nd",1,1,1,2022-05-04,"Needs renovation","E",1,0,0,0,0,0,0,0,NA
"167",195,"Kallithea",2022-04-15,120000,1277,94,1978,"4th",2,1,1,2022-04-20,"Needs renovation","G",0,0,0,0,0,0,0,0,NA
"168",196,"Kallithea",2022-04-06,170000,3091,55,NA,"2nd",1,NA,1,2022-06-02,"Under construction","A",1,0,0,1,1,0,0,0,NA
"169",197,"Kallithea",2022-03-23,150000,1667,90,1975,"Elev. Ground",2,1,1,2022-06-10,NA,"G",0,0,0,0,0,0,0,0,NA
"170",198,"Kallithea",2022-05-06,150000,1364,110,1986,"3rd",3,1,1,2022-05-14,NA,"G",0,0,0,1,0,0,0,0,NA
"171",199,"Kallithea",2022-06-08,110000,1571,70,1975,"1st",2,1,1,2022-06-10,NA,"Pending",0,0,0,0,0,0,0,1,NA
"172",200,"Kallithea",2022-06-03,350000,3125,112,2004,"1st",3,1,1,2022-06-04,"Excellent","C",0,0,0,1,0,1,0,0,"Κλειστό parking"
"173",203,"Kallithea",2022-06-03,102000,1619,63,1978,"5th",1,1,0,NA,"Renovated","G",0,0,0,0,0,0,0,0,NA
"174",204,"Kallithea",2022-06-06,175000,1750,100,1965,"Ground",3,1,0,NA,"Renovated","B",0,0,0,1,0,0,0,0,NA
"175",205,"Kallithea",2022-05-19,280000,3500,80,NA,"2nd",2,1,1,2022-05-25,"Newly built","E",0,0,0,0,0,0,0,0,NA
"176",206,"Kallithea",2021-05-25,85000,1545,55,1979,"3rd",NA,NA,0,NA,"Renovated",NA,1,0,0,1,0,0,0,0,NA
"177",207,"Kallithea",2019-11-20,120000,3000,40,1975,"Ground",1,1,1,2022-06-10,NA,NA,1,0,0,1,0,0,0,0,NA
"178",208,"Kallithea",2019-04-10,155000,1722,90,1972,"1st",2,1,1,2022-03-17,NA,NA,1,0,1,1,0,0,0,0,NA
"179",210,"Kallithea",2022-04-20,48000,1000,48,1955,"1st",1,1,1,2022-06-08,"Needs renovation","G",0,0,0,0,0,0,0,0,NA
"180",211,"Kallithea",2020-04-09,190000,1696,112,1975,"3rd",2,1,0,NA,NA,NA,1,0,0,1,0,0,0,0,NA
"181",212,"Kallithea",2022-05-17,102000,1619,63,1978,"5th",1,1,1,2022-05-25,"Renovated","G",0,0,0,0,0,0,0,0,NA
"182",213,"Kallithea",2022-04-15,215000,2986,72,2020,"2nd",2,1,1,2022-04-30,"Newly built","B+",1,0,0,0,0,0,0,0,"Κλειστό parking"
"183",214,"Kallithea",2022-04-29,330000,3402,97,2020,"5th",2,2,1,2022-05-12,"Newly built","B+",0,0,1,0,0,0,0,0,"Κλειστό parking"
"184",215,"Kallithea",2022-04-13,375000,3641,103,2009,"4th",3,1,1,2022-04-14,"Good","A",0,0,0,0,1,0,0,0,"Κλειστό parking"
"185",216,"Kallithea",2022-03-27,3e+05,2727,110,2021,"1st",3,1,1,2022-03-28,"Under construction","A",1,0,0,1,0,1,0,0,NA
